,DATE,NAME,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9
25,1990.0,AK,-1.2482142857142855,-3.041818181818182,-5.641818181818182,,,-0.6642857142857144,-2.8428571428571425,-5.264285714285714,-8.110714285714286,
26,1991.0,AK,-0.8916666666666666,-2.9916666666666667,-5.167391304347826,,,-0.50625,-2.904166666666667,-5.489583333333333,-8.122916666666667,
27,1992.0,AK,-1.2549019607843137,-3.9137254901960783,-6.119607843137255,,,-0.6705882352941177,-2.954901960784313,-5.950980392156863,-9.420833333333333,
28,1993.0,AK,-1.4919354838709675,-3.467741935483871,-6.266129032258065,,,-0.7016129032258065,-3.143548387096774,-5.361290322580646,-8.383870967741935,
29,1994.0,AK,-0.915686274509804,-2.8666666666666663,-5.53921568627451,,,-0.5647058823529412,-3.27843137254902,-7.849019607843138,-10.229411764705883,
30,1995.0,AK,-0.8022222222222223,-2.808888888888889,-5.682222222222222,,,-0.768888888888889,-3.055555555555556,-5.748888888888889,-8.884444444444444,
31,1996.0,AK,-0.8230769230769232,-3.079487179487179,-5.584615384615385,,,-0.7153846153846154,-2.8076923076923075,-5.384615384615385,-7.656410256410257,
32,1997.0,AK,-0.65,-2.6630434782608696,-5.154545454545455,,,-0.4673913043478261,-3.2304347826086954,-5.528260869565218,-7.806521739130435,
33,1998.0,AK,-0.8156862745098039,-2.880392156862745,-5.356862745098039,,,-0.9490196078431372,-2.790196078431373,-5.501960784313726,-7.890196078431373,
34,1999.0,AK,-1.2066666666666666,-3.1755555555555555,-5.891111111111112,,,-0.6288888888888889,-3.1155555555555554,-5.342222222222222,-8.291111111111112,
35,2000.0,AK,-1.0048780487804878,-2.870731707317073,-5.209756097560976,,,-0.5390243902439025,-2.6853658536585363,-5.212195121951219,-8.065853658536586,
36,2001.0,AK,-0.956818181818182,-2.965909090909091,-5.495454545454546,,,-0.5727272727272728,-2.6113636363636363,-5.572727272727273,-8.088636363636365,
37,2002.0,AK,-0.7607142857142858,-2.960714285714286,-5.446296296296297,,,-0.7160714285714286,-2.7767857142857144,-5.9,-7.841071428571429,
38,2003.0,AK,-1.3959183673469389,-3.189795918367347,-5.426530612244897,,,-0.5326530612244899,-2.779591836734693,-5.636734693877551,-7.944897959183674,
39,2004.0,AK,-0.9068181818181816,-3.227272727272727,-5.738636363636363,,,-0.6613636363636364,-2.6886363636363635,-5.854545454545455,-8.347727272727273,
40,2005.0,AK,-1.0358974358974358,-3.0230769230769234,-5.217948717948718,,,-0.8256410256410257,-2.8692307692307693,-5.9282051282051285,-8.700000000000001,
41,2006.0,AK,-0.7385964912280703,-2.9964912280701754,-5.435087719298246,,,-0.9824561403508772,-3.4017543859649124,-5.912280701754386,-8.126315789473685,
42,2007.0,AK,-0.8450000000000001,-3.235,-5.8116666666666665,,,-0.6799999999999999,-2.9433333333333334,-5.701666666666667,-7.913333333333333,
43,2008.0,AK,-0.7893617021276597,-2.9574468085106385,-5.793617021276596,,,-0.8468085106382978,-2.7638297872340427,-5.236170212765957,-8.297872340425531,
44,1941.0,AL,,,,,,,,,,
45,1949.0,AL,,,,,,,,,,
46,1965.0,AL,-1.5661764705882353,-3.484848484848485,-5.7,-7.640909090909091,-9.594444444444443,-3.070588235294118,-4.529411764705882,-6.226470588235294,-7.938235294117648,-9.752830188679244
47,1966.0,AL,-2.547887323943662,-4.685915492957746,-5.652173913043479,-8.082539682539682,-10.286363636363635,-1.0464788732394366,-3.0028169014084507,-5.077464788732394,-7.880281690140845,-10.585915492957747
48,1967.0,AL,-0.6430555555555555,-3.083333333333333,-5.125806451612903,-6.883870967741935,-9.066666666666668,-0.8205479452054795,-4.331944444444444,-6.569444444444445,-8.904545454545456,-10.672
49,1968.0,AL,-1.6528571428571428,-3.298550724637681,-5.481159420289855,-7.683076923076924,-9.506976744186046,-1.394285714285714,-3.4014285714285712,-5.805797101449276,-7.4311475409836065,-9.495238095238095
50,1969.0,AL,-1.7857142857142858,-4.1171428571428565,-7.104347826086956,-8.571929824561403,-9.852,-1.3442857142857143,-3.197142857142857,-5.170000000000001,-7.517647058823529,-10.109677419354838
51,1970.0,AL,-1.0541666666666667,-4.336111111111111,-6.395833333333333,-9.064179104477612,-10.463636363636365,-0.7680555555555556,-3.305555555555556,-6.362500000000001,-8.67361111111111,-10.92361111111111
52,1972.0,AL,-1.0533333333333337,-3.37,-6.028070175438597,-7.543589743589743,-9.721739130434782,-0.5766666666666667,-2.928333333333333,-5.29,-7.705,-10.594444444444443
53,1973.0,AL,-0.978125,-3.115625,-5.3140625,-7.821052631578947,-10.00909090909091,-1.28125,-3.196875,-5.403125,-7.665000000000001,-9.483333333333334
54,1974.0,AL,-0.992156862745098,-2.925490196078431,-5.465217391304348,-7.1324324324324335,-9.1,-0.7352941176470589,-3.7411764705882353,-6.832000000000001,-8.027906976744186,-10.416
55,1975.0,AL,-1.7727272727272727,-3.167272727272727,-6.076363636363636,-8.635185185185186,-10.287234042553193,-0.5290909090909092,-2.82,-5.185185185185185,-7.308333333333334,-9.85
56,1976.0,AL,-0.76,-3.228571428571428,-5.420833333333333,-7.584444444444444,-9.98,-0.91,-3.224,-5.510204081632653,-7.485106382978723,-9.811363636363636
57,1977.0,AL,-0.6958333333333333,-3.377083333333333,-5.816666666666666,-8.16,-9.757142857142858,-0.6458333333333334,-2.889583333333333,-5.46875,-7.685416666666668,-10.20625
58,1978.0,AL,-1.0851063829787233,-4.3382978723404255,-6.708888888888889,-8.13225806451613,-9.669230769230769,-0.8127659574468086,-4.034042553191489,-6.123404255319149,-7.944444444444445,-9.565714285714286
59,1979.0,AL,-1.0959183673469388,-3.910204081632653,-6.0,-7.78421052631579,-9.33,-1.3571428571428572,-3.579591836734694,-5.83469387755102,-8.393877551020408,-10.168085106382978
60,1980.0,AL,-0.8627906976744186,-2.8238095238095235,-4.914705882352941,-7.30625,-9.2,-1.1232558139534885,-5.616279069767442,-8.516279069767442,-10.09047619047619,-11.092307692307694
61,1981.0,AL,-1.4333333333333331,-3.24,-6.438636363636364,-9.279545454545454,-10.667441860465116,-0.8866666666666666,-3.597777777777778,-7.615909090909091,-9.563636363636364,-11.33720930232558
62,1982.0,AL,-0.9862068965517242,-3.0586206896551724,-5.208695652173913,-6.916666666666667,-9.4,-0.9620689655172414,-3.317241379310345,-5.206896551724138,-8.824137931034484,-11.855172413793104
63,1983.0,AL,-0.9205128205128204,-3.648717948717949,-6.233333333333334,-10.412820512820511,-12.923076923076923,-0.876923076923077,-2.8692307692307693,-5.397222222222222,-7.4071428571428575,-9.8
64,1984.0,AL,-0.859090909090909,-3.388636363636364,-6.075,-8.034285714285714,-10.7375,-0.8204545454545454,-3.2431818181818177,-5.218181818181818,-7.197674418604652,-9.68888888888889
65,1985.0,AL,-1.2121951219512197,-3.278048780487805,-6.095121951219513,-8.4,-10.46,-1.4097560975609758,-3.731707317073171,-6.209756097560976,-8.521951219512195,-10.4
66,1986.0,AL,-2.0921052631578947,-3.71,-5.58125,-6.842857142857143,,-1.0475,-3.13,-5.3769230769230765,-7.887179487179488,-10.751428571428573
67,1987.0,AL,-0.7928571428571428,-2.9309523809523808,-4.916,-7.044444444444444,-8.9,-1.0651162790697677,-2.833333333333333,-5.868292682926829,-8.114285714285714,-10.085714285714284
68,1988.0,AL,-0.7194444444444444,-2.844444444444445,-4.810344827586207,-7.105882352941177,-9.614285714285714,-1.0277777777777777,-3.2972222222222225,-5.2444444444444445,-7.466666666666667,-9.896153846153847
69,1989.0,AL,-0.7219512195121952,-3.190243902439025,-5.831707317073171,-8.173170731707318,-10.953658536585367,-1.568292682926829,-4.714634146341464,-6.5200000000000005,-7.797222222222222,-9.494444444444444
70,1990.0,AL,-0.8685185185185185,-2.95,-5.40625,-7.5,-9.694736842105264,-0.8113207547169812,-2.591666666666667,-5.00625,-7.24,-8.9
71,1991.0,AL,-2.311111111111111,-4.104444444444444,-5.9487804878048784,-7.495652173913044,-9.271428571428572,-1.6173913043478263,-4.411111111111111,-7.926666666666667,-9.85,-10.903333333333334
72,1992.0,AL,-1.1833333333333331,-2.891891891891892,-4.9523809523809526,-7.033333333333334,,-0.7666666666666667,-2.9857142857142858,-5.007317073170732,-7.1312500000000005,-10.18
73,1993.0,AL,-1.6196078431372547,-3.764705882352941,-5.170833333333333,-7.205405405405406,-9.205263157894738,-1.5019607843137257,-4.2215686274509805,-7.502000000000001,-9.034782608695652,-11.10909090909091
74,1994.0,AL,-0.8804347826086957,-3.075,-4.8,-6.7,,-0.7957446808510638,-2.623404255319149,-5.293478260869565,-7.625,-9.78974358974359
75,1995.0,AL,-0.8880000000000001,-3.572,-6.63,-9.906666666666666,-10.91891891891892,-0.752,-3.344,-6.444897959183674,-8.66818181818182,-10.320588235294116
76,1996.0,AL,-0.964,-3.692,-5.843999999999999,-8.65,-10.341860465116278,-0.8760000000000001,-2.91,-5.587999999999999,-7.78,-10.924
77,1997.0,AL,-1.3347826086956522,-3.475555555555556,-5.430769230769231,-7.51,-9.528571428571428,-1.2765957446808511,-2.8085106382978724,-6.304347826086956,-8.613333333333333,-10.93684210526316
78,1998.0,AL,-0.9755555555555556,-3.0,-4.852380952380953,-8.0,-10.6,-1.16875,-3.966666666666667,-5.8575,-7.489285714285715,-9.37142857142857
79,1999.0,AL,-0.824390243902439,-2.7804878048780486,-4.927586206896552,-7.166666666666667,-9.15,-0.7214285714285714,-2.6595238095238094,-5.129268292682927,-7.841463414634147,-10.374358974358977
80,2000.0,AL,-1.3121951219512191,-3.2634146341463417,-5.775,-7.709999999999999,-9.969444444444443,-0.897560975609756,-3.425,-5.976315789473684,-8.016666666666667,-9.533333333333331
81,2001.0,AL,-0.8690476190476191,-3.107142857142857,-5.255263157894737,-7.477272727272727,-9.38,-0.7116279069767443,-2.686046511627907,-5.228571428571429,-7.292682926829267,-9.52
82,2002.0,AL,-0.6195121951219512,-2.8076923076923075,-4.978125,-7.30625,-9.15,-0.8404761904761904,-3.460975609756097,-5.721951219512195,-7.3945945945945954,-9.472727272727273
83,2003.0,AL,-1.465,-3.125,-4.997058823529412,-7.10625,-9.433333333333334,-1.446341463414634,-3.095121951219512,-5.941463414634146,-9.335,-11.548717948717949
84,2004.0,AL,-0.7711111111111112,-3.3844444444444446,-5.793181818181818,-7.517948717948718,-9.56842105263158,-0.7644444444444444,-2.891111111111111,-5.081818181818182,-7.334210526315789,-9.211764705882352
85,2005.0,AL,-0.8134615384615385,-2.9352941176470586,-5.08409090909091,-7.215625,-9.166666666666666,-0.5339622641509434,-3.076923076923077,-5.6000000000000005,-7.629545454545454,-9.565217391304348
86,2006.0,AL,-0.7086956521739131,-3.086666666666667,-5.788888888888889,-7.174358974358975,-10.231818181818182,-1.5340909090909092,-3.147727272727273,-5.088235294117647,-7.483333333333334,-9.55
87,2007.0,AL,-0.7930232558139535,-2.7523809523809524,-4.91,-7.0,-9.4,-1.172093023255814,-3.353488372093023,-5.1119047619047615,-7.135294117647058,-9.205882352941176
88,2008.0,AL,-1.2354166666666666,-2.975,-5.704545454545454,-7.4714285714285715,-9.67,-1.0,-3.3791666666666664,-4.95625,-7.163829787234042,-9.272727272727272
89,2010.0,AL,-1.1,-3.3,-5.0,-6.7,-9.4,0.0,-4.4,-4.4,-6.7,-13.3
90,2011.0,AL,-1.7,-2.2,-4.4,,,0.0,-2.8,-10.6,-10.6,-10.6
91,2012.0,AL,-0.6,-6.1,-6.1,-6.7,,-0.6,-2.8,-4.4,-7.8,
92,2013.0,AL,,,,,,,,,,
93,2014.0,AL,,,,,,,,,,
94,2015.0,AL,,,,,,,,,,
95,2016.0,AL,,,,,,,,,,
96,2017.0,AL,,,,,,,,,,
97,2018.0,AL,,,,,,,,,,
98,2019.0,AL,,,,,,,,,,
99,2020.0,AL,,,,,,,,,,
100,1965.0,AR,-1.4157142857142857,-3.321428571428572,-5.947826086956521,-7.656862745098039,-9.845454545454546,-1.5942857142857143,-4.72,-6.521428571428571,-8.452857142857143,-10.394285714285717
101,1966.0,AR,-1.735,-5.5575,-7.3,-8.30625,-10.495454545454546,-1.22375,-3.325,-5.50875,-7.7425,-11.09125
102,1967.0,AR,-1.0291139240506328,-3.421518987341772,-5.2303797468354425,-7.291044776119403,-9.374285714285715,-1.4746835443037976,-3.681012658227848,-6.451898734177215,-8.30759493670886,-10.5056338028169
103,1968.0,AR,-1.01625,-3.095,-5.7387500000000005,-7.730263157894737,-9.6921568627451,-1.15125,-3.5675,-5.585,-7.6,-9.88125
104,1969.0,AR,-1.168235294117647,-3.5517647058823525,-6.409756097560976,-7.817241379310345,-9.529166666666669,-1.0505882352941176,-3.283529411764706,-5.357647058823529,-7.389411764705883,-9.65875
105,1970.0,AR,-1.47125,-4.77625,-6.7700000000000005,-8.785,-10.746478873239436,-0.7675000000000001,-3.07375,-5.615,-7.967499999999999,-10.0225
106,1972.0,AR,-0.8094594594594594,-3.383783783783784,-5.577027027027027,-7.848529411764707,-10.66923076923077,-0.6959459459459459,-2.867567567567568,-5.70945945945946,-7.662162162162162,-10.39864864864865
107,1973.0,AR,-0.910144927536232,-3.502898550724637,-5.542028985507246,-7.392307692307693,-9.969565217391304,-1.5130434782608695,-3.37536231884058,-5.681159420289855,-7.689855072463769,-9.698214285714286
108,1974.0,AR,-1.788888888888889,-3.5902777777777777,-5.3042253521126765,-7.510526315789474,-9.6,-0.8722222222222222,-3.733333333333333,-5.695833333333334,-7.489999999999999,-9.625423728813558
109,1975.0,AR,-2.191780821917808,-4.354794520547945,-5.823287671232877,-7.848611111111111,-10.20483870967742,-0.8315068493150686,-3.187671232876712,-5.289041095890411,-7.7534246575342465,-10.06865671641791
110,1976.0,AR,-1.0569444444444445,-3.5902777777777777,-6.898611111111111,-9.011111111111113,-10.865277777777775,-0.9069444444444444,-3.3472222222222223,-6.209722222222222,-9.193055555555556,-10.769444444444444
111,1977.0,AR,-0.9558823529411764,-4.051470588235294,-6.689705882352941,-8.058823529411764,-9.767272727272728,-0.7558823529411764,-3.041176470588236,-5.291176470588235,-7.679411764705883,-10.43235294117647
112,1978.0,AR,-0.6246153846153847,-2.853846153846154,-5.823076923076923,-8.130645161290323,-10.165,-0.7584615384615384,-3.5215384615384617,-6.733846153846153,-8.435384615384615,-10.115873015873015
113,1979.0,AR,-0.6491525423728814,-2.784745762711865,-5.684745762711864,-8.347457627118644,-10.37719298245614,-0.7372881355932204,-2.986440677966101,-5.464406779661017,-7.86271186440678,-10.842372881355931
114,1980.0,AR,-1.029032258064516,-3.1451612903225805,-5.898387096774194,-8.595161290322581,-10.194545454545455,-1.0161290322580645,-3.443548387096774,-6.451612903225806,-8.301612903225807,-10.59344262295082
115,1981.0,AR,-1.76986301369863,-3.8794520547945206,-6.798630136986302,-9.293150684931506,-11.294444444444444,-0.773972602739726,-3.146575342465753,-6.087671232876712,-8.845205479452055,-11.32876712328767
116,1982.0,AR,-0.8888888888888888,-3.085714285714286,-5.142857142857143,-7.356603773584906,-9.675,-0.7841269841269841,-2.941269841269841,-5.622222222222222,-8.057142857142857,-10.912698412698411
117,1983.0,AR,-1.1721311475409837,-3.126229508196721,-5.5393442622950815,-8.0,-10.301639344262297,-1.0475409836065577,-3.1983606557377047,-5.332758620689655,-7.346341463414634,-9.804545454545456
118,1984.0,AR,-0.6587301587301587,-2.934920634920635,-5.550793650793651,-7.62982456140351,-10.671428571428573,-0.9206349206349206,-3.2634920634920634,-5.8126984126984125,-8.44126984126984,-10.485714285714286
119,1985.0,AR,-1.0809523809523809,-4.882539682539683,-6.536507936507936,-8.43015873015873,-10.634426229508197,-0.9904761904761904,-3.057142857142857,-5.501587301587302,-8.119047619047619,-10.666666666666666
120,1986.0,AR,-2.524193548387097,-5.258064516129032,-7.364912280701755,-9.402325581395347,-10.996,-2.911290322580645,-4.035483870967742,-5.364516129032259,-7.55483870967742,-9.970689655172412
121,1987.0,AR,-0.953968253968254,-3.041269841269841,-5.3625,-7.129411764705883,-10.3,-1.734920634920635,-3.141269841269841,-5.03968253968254,-7.244186046511628,-9.485714285714286
122,1988.0,AR,-1.4446428571428571,-2.9964285714285714,-5.152830188679245,-7.348648648648648,-10.1,-0.9821428571428572,-3.3,-5.896428571428571,-9.189285714285717,-10.898214285714284
123,1989.0,AR,-1.6637931034482758,-3.846551724137931,-5.962068965517242,-7.955172413793104,-10.453448275862067,-2.0965517241379312,-3.3551724137931034,-5.855172413793104,-8.032758620689656,-9.854347826086956
124,1990.0,AR,-0.4435483870967742,-3.0612903225806454,-5.995161290322581,-8.870967741935484,-10.774193548387096,-0.8209677419354838,-2.9524590163934423,-5.343396226415094,-7.3725,-9.85
125,1991.0,AR,-1.6952380952380952,-3.934920634920635,-5.826984126984128,-7.366071428571429,-9.753846153846151,-1.1333333333333335,-2.804761904761905,-5.476190476190476,-7.749180327868852,-9.737777777777778
126,1992.0,AR,-1.7636363636363637,-3.3,-5.491666666666667,-7.229166666666667,-9.457142857142856,-1.1872727272727273,-2.9672727272727277,-5.181818181818182,-7.542592592592593,-9.879166666666666
127,1993.0,AR,-1.207936507936508,-3.3968253968253967,-5.593650793650793,-7.298076923076923,-9.328,-1.5825396825396827,-6.041269841269842,-7.782539682539682,-8.633870967741936,-10.095555555555556
128,1994.0,AR,-1.1039215686274508,-3.1823529411764704,-5.297058823529412,-7.836363636363637,-10.733333333333334,-1.5274509803921568,-3.2333333333333334,-5.427450980392157,-7.768627450980392,-10.084313725490196
129,1995.0,AR,-1.9,-3.4677966101694917,-6.450847457627119,-9.205084745762711,-11.124137931034484,-1.1847457627118645,-3.152542372881356,-5.666101694915255,-7.9,-10.21025641025641
130,1996.0,AR,-1.0639344262295083,-2.780327868852459,-6.0721311475409845,-7.9327868852459025,-9.987037037037036,-1.142622950819672,-3.19344262295082,-6.040983606557377,-8.218032786885246,-10.31639344262295
131,1997.0,AR,-1.1629032258064516,-3.7806451612903222,-5.622033898305085,-7.779411764705882,-9.55714285714286,-0.832258064516129,-3.4370967741935483,-5.830645161290323,-8.225806451612904,-10.436065573770492
132,1998.0,AR,-0.8152542372881356,-4.052542372881356,-6.447457627118644,-8.629090909090909,-10.751515151515152,-2.288135593220339,-4.998305084745763,-7.940350877192983,-8.8,-10.64
133,1999.0,AR,-0.9948275862068966,-3.193103448275862,-5.708620689655173,-7.466666666666667,-10.0,-0.856896551724138,-2.9379310344827587,-5.477586206896552,-7.393103448275863,-10.14181818181818
134,2000.0,AR,-1.3511627906976744,-2.718604651162791,-5.241860465116279,-8.167441860465116,-10.1575,-1.2,-2.997674418604652,-5.32093023255814,-7.395238095238096,-9.803703703703704
135,2001.0,AR,-1.0166666666666666,-2.761111111111111,-5.129166666666666,-7.341176470588235,-9.569230769230767,-1.1166666666666667,-3.2,-5.112962962962963,-7.79074074074074,-10.968518518518518
136,2002.0,AR,-0.8418181818181818,-3.047272727272728,-5.44423076923077,-7.555172413793104,-10.05,-1.238181818181818,-3.429090909090909,-6.007272727272727,-8.707272727272727,-10.581818181818182
137,2003.0,AR,-1.7509433962264151,-3.313207547169811,-5.238636363636363,-6.938461538461539,-9.15,-0.8584905660377359,-2.9358490566037734,-5.511320754716982,-7.9547169811320755,-10.60754716981132
138,2004.0,AR,-0.9403846153846154,-2.9153846153846152,-5.878846153846154,-8.171153846153846,-10.510204081632653,-0.5461538461538462,-2.6769230769230767,-5.449999999999999,-7.64,-9.497297297297298
139,2005.0,AR,-1.484313725490196,-3.749019607843137,-5.084313725490197,-8.259183673469387,-10.680952380952382,-0.6450980392156862,-2.9019607843137254,-5.854901960784314,-7.875510204081634,-9.914814814814816
140,2006.0,AR,-0.6189655172413793,-3.1568965517241376,-5.612068965517241,-7.914035087719299,-9.985714285714286,-1.3258620689655174,-3.362068965517241,-5.667241379310345,-7.792857142857143,-10.323333333333332
141,2007.0,AR,-0.9803921568627452,-2.7,-5.090625,-7.681818181818182,-10.0,-2.1843137254901963,-3.5098039215686274,-5.509803921568627,-8.318367346938777,-10.537142857142856
142,2008.0,AR,-1.1142857142857143,-2.746938775510204,-5.469387755102041,-8.297872340425531,-10.552777777777775,-0.9285714285714286,-3.455102040816327,-5.585714285714285,-7.426530612244899,-9.416216216216217
143,1965.0,AZ,-0.6633928571428571,-2.92,-5.305000000000001,-7.131914893617021,-10.528947368421052,-0.775,-2.9008620689655173,-5.614736842105263,-7.770129870129871,-9.95593220338983
144,1966.0,AZ,-1.629268292682927,-3.746218487394958,-5.508571428571428,-7.675581395348837,-10.26376811594203,-1.2113821138211385,-3.7252100840336135,-5.785106382978723,-8.281818181818183,-10.79322033898305
145,1967.0,AZ,-1.0272727272727271,-3.314432989690722,-5.444303797468355,-8.174242424242424,-10.227272727272728,-0.845945945945946,-3.1666666666666665,-5.474736842105264,-7.550632911392405,-9.874603174603177
146,1968.0,AZ,-1.1,-3.1535087719298245,-5.386792452830188,-7.755294117647059,-10.052857142857144,-0.749056603773585,-2.764130434782609,-4.992857142857143,-7.322,-9.68974358974359
147,1969.0,AZ,-1.600854700854701,-3.458653846153846,-5.397590361445783,-7.4796875,-9.916,-0.8364406779661017,-2.9879629629629627,-5.2694117647058825,-7.423529411764706,-9.683333333333334
148,1970.0,AZ,-1.0732142857142857,-3.11505376344086,-5.273239436619718,-7.696153846153846,-9.829268292682928,-1.136290322580645,-3.0625,-5.328571428571428,-7.643956043956044,-10.004411764705882
149,1971.0,AZ,-1.6546153846153846,-3.678688524590164,-5.773737373737374,-8.354666666666667,-10.667924528301889,-0.8847328244274809,-3.2267175572519085,-5.4620155038759695,-7.615789473684211,-10.127450980392156
150,1972.0,AZ,-1.033870967741935,-3.5058823529411764,-5.758510638297872,-8.091666666666667,-10.403571428571428,-0.8596774193548387,-3.25,-5.44,-7.6380952380952385,-9.960563380281693
151,1973.0,AZ,-0.9822033898305084,-3.073737373737374,-5.60125,-7.730769230769231,-10.229411764705883,-0.6155737704918033,-2.8834782608695653,-5.152222222222222,-7.547142857142858,-9.853846153846153
152,1974.0,AZ,-0.93046875,-3.075609756097561,-5.471428571428571,-8.030927835051546,-10.49875,-1.0551181102362204,-3.3075,-5.566666666666666,-7.824705882352942,-9.76865671641791
153,1975.0,AZ,-1.0980582524271845,-3.251685393258427,-5.477631578947369,-7.5508474576271185,-9.797435897435898,-0.9177570093457944,-3.0250000000000004,-5.436144578313253,-7.544615384615385,-9.8
154,1976.0,AZ,-1.683177570093458,-3.728,-6.002272727272728,-8.62394366197183,-12.0,-0.8861111111111112,-3.3355140186915886,-5.50990099009901,-7.742045454545456,-9.846969696969696
155,1977.0,AZ,-0.7522222222222222,-2.972058823529412,-5.386792452830188,-7.77142857142857,-10.128571428571428,-1.011607142857143,-2.91980198019802,-5.430379746835443,-7.517741935483872,-10.301923076923078
156,1978.0,AZ,-1.4333333333333331,-3.5615384615384613,-5.712000000000001,-8.561728395061728,-12.319402985074626,-0.5459183673469388,-3.0631578947368423,-5.398245614035088,-7.54390243902439,-10.076666666666666
157,1979.0,AZ,-0.9443298969072164,-3.3223529411764705,-5.795833333333333,-7.801785714285715,-10.390697674418606,-0.7323809523809525,-2.8565656565656568,-5.419512195121951,-7.792537313432836,-10.16551724137931
158,1980.0,AZ,-0.9269230769230768,-3.3890625,-5.732,-7.948648648648649,-10.329629629629627,-0.7262500000000001,-2.935820895522388,-5.1125,-7.3,-10.0
159,1981.0,AZ,-1.0804123711340206,-3.333333333333333,-5.594202898550725,-8.064705882352941,-10.041463414634146,-0.8072164948453608,-3.132098765432098,-5.190769230769231,-7.47,-9.87837837837838
160,1982.0,AZ,-0.8363636363636363,-3.010294117647059,-5.256363636363637,-7.31860465116279,-9.99375,-0.5696629213483146,-2.8866666666666667,-5.208620689655173,-7.640816326530613,-9.93888888888889
